state,name,fips,age_over_18,age_over_18_moe,age_over_65,age_over_65_moe,age_over_85,age_over_85_moe,age_under_5,age_under_5_moe,asian,asian_moe,avg_family_size,avg_family_size_moe,bachelors,bachelors_moe,black,black_moe,hispanic,hispanic_moe,household_has_broadband,household_has_broadband_moe,household_has_computer,household_has_computer_moe,household_has_smartphone,household_has_smartphone_moe,households,households_moe,households_speak_asian_or_pac_isl,households_speak_asian_or_pac_isl_moe,households_speak_limited_english,households_speak_limited_english_moe,households_speak_other,households_speak_other_moe,households_speak_other_indo_euro_lang,households_speak_other_indo_euro_lang_moe,households_speak_spanish,households_speak_spanish_moe,housing_mobile_homes,housing_mobile_homes_moe,housing_one_unit_structures,housing_one_unit_structures_moe,housing_two_unit_structures,housing_two_unit_structures_moe,hs_grad,hs_grad_moe,mean_household_income,mean_household_income_moe,mean_work_travel,mean_work_travel_moe,median_age,median_age_moe,median_household_income,median_household_income_moe,median_individual_income,median_individual_income_moe,median_individual_income_age_25plus,median_individual_income_age_25plus_moe,native,native_moe,other_single_race,other_single_race_moe,pac_isl,pac_isl_moe,per_capita_income,per_capita_income_moe,persons_per_household,persons_per_household_moe,pop,pop_moe,poverty,poverty_moe,poverty_65_and_over,poverty_65_and_over_moe,poverty_under_18,poverty_under_18_moe,two_plus_races,two_plus_races_moe,unemployment_rate,unemployment_rate_moe,uninsured,uninsured_moe,uninsured_65_and_older,uninsured_65_and_older_moe,uninsured_under_19,uninsured_under_19_moe,uninsured_under_6,uninsured_under_6_moe,veterans,veterans_moe,white,white_moe,white_not_hispanic,white_not_hispanic_moe
Alabama,Jackson County,1071,78.8,0.1,19.5,0.1,1.8,0.4,5.3,0.3,0.4,0.1,3.02,0.09,14,1.3,3.5,0.3,2.9,NA,70.9,2.2,60.6,2,69,1.9,20695,494,0.3,0.2,0.4,0.3,0.1,0.1,0.1,0.1,1.4,0.5,24.5,1.8,19.8,1.8,75.5,1.8,83.2,1.2,54808,2416,NA,NA,43.1,0.4,41769,1158,24004,1265,32048,1322,1.2,0.4,0.5,0.3,0.1,0.1,22596,991,2.47,0.06,51852,NA,18.6,2.3,11.1,2.9,24.2,4.7,2.7,0.4,5,1.1,9.5,0.9,0.2,0.3,1.4,0.8,0.5,0.5,6.8,0.7,91.5,0.3,89.2,0.1
Alabama,Jefferson County,1073,77.1,0.1,15.4,0.1,1.9,0.1,6.4,0.1,1.6,0.1,3.15,0.03,33.4,0.6,42.9,0.1,3.9,NA,79.4,0.6,71.1,0.7,79.3,0.5,261231,1769,1,0.1,1.4,0.1,0.5,0.1,1.4,0.1,3.2,0.2,37.3,0.6,2.7,0.2,62.7,0.6,90.1,0.3,78812,1151,NA,NA,37.7,0.2,53901,642,29369,465,39562,564,0.2,0.1,1.8,0.2,0,0.1,32098,463,2.47,0.02,659680,NA,16,0.6,10.4,0.7,22.8,1.2,1.7,0.2,6,0.4,9.2,0.4,0.4,0.2,3.6,0.6,3.8,0.9,7.2,0.2,51.8,0.2,49.9,0.1
Alabama,Lamar County,1075,78,0.5,21.5,0.6,2.8,0.8,5.2,0.4,0.1,0.1,2.96,0.19,11.9,2.3,10.7,1,1.6,NA,62.9,3.6,57.4,3.8,62.9,3.8,5856,268,0.1,0.1,0,0.6,0,0.6,0.2,0.3,0.8,0.8,24.4,3.8,16.6,2.8,75.6,3.8,82.3,2.4,54252,6670,NA,NA,44.8,0.3,38364,4154,21355,2963,36174,4588,0,0.1,0.9,0.9,0,0.2,22636,2729,2.34,0.11,13885,NA,NA,NA,NA,NA,NA,NA,0.8,0.6,7.6,3.6,10.6,2.9,0.2,0.3,13.3,7.4,14.8,13.4,7,1.4,87.5,0.2,86,0.2
Alabama,Lauderdale County,1077,80.2,0.1,19.7,0.1,2.4,0.3,5.2,0.1,0.6,0.1,2.91,0.06,23.5,1.2,10.4,0.3,2.7,NA,72.3,1.6,66.6,2,73.4,1.6,38471,588,0.5,0.2,0.9,0.3,0.3,0.2,0.9,0.4,2.1,0.4,31.9,1.5,8.7,1,68.1,1.5,87.4,1.1,65763,2576,24.3,0.8,41,0.5,48094,1834,26007,580,35824,1745,0.4,0.2,0.2,0.1,0.1,0.1,28033,1060,2.35,0.03,92556,NA,14.6,1.3,8.7,1.6,18,3,1.4,0.4,4.4,0.9,9,0.9,0.3,0.3,3.2,1.3,2.9,2,8.1,0.7,86.9,0.3,84.7,0.1
Alabama,Lawrence County,1079,78.3,0.1,18.1,0.3,1.6,0.5,5.4,0.2,0.2,0.2,3.11,0.13,12.6,1.6,10.6,0.7,2.2,NA,62,2.7,53.1,3,67.7,2.7,12677,322,0.4,0.5,0.3,0.3,0,0.1,0.1,0.1,1.4,0.7,22.3,2.1,21.9,2.7,77.7,2.1,79.3,2.4,58315,2999,NA,NA,42.4,0.4,44886,2943,24698,1661,38460,2019,5.6,1.2,0.3,0.4,0.1,0.1,23450,1067,2.59,0.06,33058,NA,18,2.8,10.4,3.3,24.4,5.8,5.2,1.4,4.7,1.2,9.1,1.3,0.2,0.2,3.4,1.5,3,2.1,5.9,0.8,78,0.6,76.5,0.2
Alabama,Lee County,1081,78.7,0.1,11.6,0.1,1.1,0.2,5.9,0.1,4.3,0.2,3.2,0.06,35.3,1.2,22.9,0.3,3.7,NA,82,1.3,79.7,1.4,83.7,1.1,60237,864,3.4,0.4,1.9,0.4,0.6,0.3,1.6,0.4,3.3,0.6,38.4,1.5,16.6,1.2,61.6,1.5,90.9,0.9,71547,2385,NA,NA,31.9,0.2,51463,2221,25439,1015,38111,1033,0.2,0.1,0.4,0.2,0,0.1,27860,833,2.58,0.04,161152,NA,19.6,1.4,9.7,2.2,18.8,2.8,1.9,0.4,4.6,0.7,7.8,0.7,0.2,0.2,2.1,0.6,1.8,1.3,7.9,0.6,70.3,0.3,67.4,0.1
Alabama,Limestone County,1083,77.2,NA,15.1,0.2,1.6,0.3,5.5,0.1,1.4,0.3,3.47,0.07,25.7,1.5,13.8,0.3,6,NA,80.1,1.7,74.5,1.8,78.1,1.5,32143,509,0.6,0.3,0.6,0.4,0.4,0.2,1.4,0.5,4.3,0.7,22.4,1.7,11.5,1.3,77.6,1.7,84.7,1.3,77275,2503,27,0.9,39.7,0.4,59686,2190,28473,1854,36961,1678,0.8,0.2,2,0.6,0.1,0.1,28411,943,2.86,0.04,94727,NA,13.6,1.3,10.2,2.3,20.2,3.4,1.8,0.4,6,1.3,9.6,1.1,1.6,1.2,3.2,1.3,1.8,1.2,9.8,0.7,80.2,0.6,76.5,0.1
Alabama,Lowndes County,1085,77.5,NA,18.4,NA,1.9,0.5,6.1,NA,0,0.3,2.94,0.17,14.7,2.9,74.6,0.5,0.5,0.4,52.6,4,45.8,4.7,58.4,3.8,4251,145,0,0.8,0,0.8,0,0.8,0,0.8,0.6,0.6,25.7,4.1,38.2,4.7,74.3,4.1,78.3,2.4,47139,3251,NA,NA,42,1.1,30036,4948,17895,1610,31669,2602,0.1,0.2,0,0.3,0,0.3,20209,1258,2.35,0.08,10079,NA,NA,NA,NA,NA,NA,NA,0.5,0.4,9.3,3,8.8,1.9,4,4.9,1.2,1,3.3,3,3.8,1,24.8,0.2,24.7,0.3
Alabama,Macon County,1087,82.6,NA,19.3,NA,2.2,0.5,4.5,0.3,0.2,0.2,2.88,0.13,20.4,2.3,83.2,0.3,0.8,0.7,60.2,2.9,54.8,3.1,66.7,2.9,7474,264,0,0.1,0,0.1,0.3,0.3,0.7,0.5,1.5,0.6,34.5,3,22.5,2.6,65.5,3,81.8,2.2,50091,3119,NA,NA,38.6,0.6,33370,3502,17540,1464,29201,2543,0.1,0.1,0.1,0.1,0,0.2,20419,1184,2.2,0.07,18708,NA,NA,NA,NA,NA,NA,NA,0.5,0.2,11,2.5,7.5,1.3,0.9,0.8,1,0.8,1.2,1.4,8.7,1,16,0.1,15.9,0.2
Alabama,Madison County,1089,78,0.1,14.7,0.1,1.6,0.1,5.9,0.1,2.6,0.1,2.99,0.03,42.8,0.8,24.3,0.2,4.9,NA,86.4,0.6,81.6,0.8,83.3,0.8,148189,1035,1.6,0.2,1.5,0.2,0.6,0.2,2.4,0.3,3.5,0.3,33.2,0.9,4.3,0.4,66.8,0.9,91.7,0.5,88291,1267,21.5,0.3,38.5,0.2,65449,1211,32588,858,44090,980,0.6,0.1,1.4,0.2,0.1,0.1,36620,583,2.38,0.02,362276,NA,12.5,0.7,7,0.9,18,1.6,3.1,0.3,4.6,0.4,8.3,0.5,0.3,0.1,3.3,0.6,2.5,1.3,11.7,0.4,67.9,0.3,64.7,0.1
Alabama,Marengo County,1091,77.2,NA,19.3,NA,2.2,0.6,5,1.1,0,0.2,3.88,0.27,16.1,2.3,53.6,1.3,1,1.2,59.7,3.9,52.3,3.5,61.1,4.3,7361,331,0.3,0.2,0.2,0.3,0,0.1,0.3,0.3,0.2,0.3,28.5,3.6,27.3,3.3,71.5,3.6,83.8,3.4,54556,9496,24.4,2.7,42.2,0.7,33241,4158,22415,2344,34747,3615,0.1,0.1,0.1,0.6,0,0.2,25635,5595,2.59,0.12,19321,NA,NA,NA,NA,NA,NA,NA,0.4,0.4,7.6,2.8,8.8,2.1,0.7,1.2,0.3,0.7,0,2.5,6.3,1.3,45.8,1,44.9,0.2
Alabama,Marion County,1093,79,0.1,21.1,0.3,2.2,0.4,5.2,0.3,0.2,0.1,3.06,0.12,12.8,1.9,3.6,0.4,2.6,NA,65.6,2.6,58,3.4,65.9,3,11997,363,0.6,0.3,0.6,0.7,0.5,0.7,0.3,0.2,2.3,0.8,24.9,2.6,19.5,2.2,75.1,2.6,79.6,2.1,50367,3112,NA,NA,44.3,0.4,35930,3370,20344,1112,29124,3462,0.5,0.2,1.2,0.7,0,0.1,21311,1285,2.45,0.07,29866,NA,NA,NA,NA,NA,NA,NA,1.7,0.6,4.9,1.4,8.7,1.4,0,0.5,1.2,1.2,0.7,0.8,5.9,0.9,92.9,0.6,91.9,0.1
Alabama,Marshall County,1095,75,NA,16.8,0.1,1.6,0.2,6.9,0.1,0.6,0.1,3.3,0.06,19.4,1,2.7,0.2,14,NA,79.5,1.5,66.3,1.6,74.6,1.3,34883,428,0.3,0.1,4.6,0.6,0.1,0.1,1.2,0.2,8.3,0.6,29.8,1.6,12.9,1.1,70.2,1.6,81.6,1.2,63834,2517,24.6,1,38.8,0.4,45983,1454,24278,736,31545,570,0.4,0.2,1.5,0.5,0.1,0.1,24453,837,2.71,0.03,95643,NA,20.3,1.6,9.2,1.5,32.7,3.4,1.8,0.3,4.1,0.8,12.3,0.9,0.8,0.3,2.6,0.7,2.6,1.4,8.2,0.6,93,0.6,80.8,0.1
Alabama,Mobile County,1097,76.4,0.1,15.8,0.1,1.7,0.1,6.6,0.1,1.9,0.1,3.31,0.04,23.2,0.7,35.8,0.2,2.9,NA,74.6,0.8,65.4,1,74.3,0.7,156251,1081,1.5,0.2,1.1,0.2,0.5,0.2,1.1,0.2,2.4,0.2,35.5,0.8,7.5,0.6,64.5,0.8,86.5,0.5,64948,1030,NA,NA,37.9,0.2,47583,1060,25908,336,35722,602,0.8,0.1,1.1,0.2,0,0.1,25861,420,2.6,0.02,414114,NA,18.8,0.9,9.9,0.7,28.6,2.1,1.8,0.2,5.5,0.4,11.2,0.4,0.6,0.2,3.3,0.6,2.4,0.9,8.9,0.3,58.6,0.2,56.9,0.1
Alabama,Monroe County,1099,77.7,0.1,19.3,0.2,2.8,0.7,5.3,0.1,0.3,0.2,3.42,0.18,13.5,2.3,42.4,0.7,0.4,0.3,39.8,3.4,41.2,3.5,41,3.7,8166,294,0.1,0.2,0,0.1,0,0.4,0.4,0.3,0.3,0.2,36.4,3.6,20.4,3,63.6,3.6,85.6,1.9,48659,3635,NA,NA,43.3,0.5,30441,3305,20706,2505,31965,2885,1.7,0.2,0.1,0.1,0,0.1,20527,1301,2.57,0.09,21270,NA,NA,NA,NA,NA,NA,NA,0.9,0.7,15.5,4.5,11.4,2.2,0.9,1.1,3.4,2.5,4.2,5,8.1,2.1,54.5,0.2,54.3,0.2
Alabama,Montgomery County,1101,76.5,NA,14.6,0.1,1.6,0.1,6.8,0.1,2.8,0.1,3.16,0.05,33.4,0.9,57.9,0.2,3.5,NA,79.5,0.8,68.3,1.2,77.8,0.8,89527,878,2.2,0.2,1.6,0.3,0.6,0.2,1.1,0.2,2.4,0.2,41.6,0.9,3.8,0.4,58.4,0.9,86.7,0.8,70975,1818,20.7,0.5,36.4,0.3,50124,985,26487,559,34863,956,0.2,0.1,1.4,0.3,0,0.1,29071,709,2.46,0.02,226941,NA,19.4,1,10.7,1.2,30.6,2.3,1.9,0.3,6.2,0.6,10,0.6,0.2,0.1,2.8,0.7,1.9,0.9,9.7,0.5,35.8,0.3,33.9,0.1
Alabama,Morgan County,1103,77,NA,17.1,0.1,1.9,0.2,6,0.1,0.6,0.1,3.14,0.08,22.4,1.1,12.8,0.3,8.4,NA,75.1,1.5,70,1.7,74.9,1.4,45918,654,0.2,0.2,2,0.5,0.2,0.2,1.2,0.4,5.8,0.6,27.3,1.4,10.7,1.1,72.7,1.4,84.1,1.3,68318,2101,23.1,0.7,40.6,0.3,52156,1613,26510,701,33963,1493,0.5,0.2,3.9,0.7,0.1,0.1,27367,848,2.55,0.04,119213,NA,14.6,1.1,10.5,1.9,20.7,2.5,2.2,0.4,4.9,0.9,9.6,0.8,0.2,0.2,3.4,1.2,3.9,1.8,8.1,0.5,79.9,0.7,75.6,0.1
Alabama,Perry County,1105,78.4,NA,19.1,NA,1.3,0.7,5.2,0.7,0.1,0.2,4.52,0.71,22.8,5.1,69.8,0.7,1.2,1.2,53.9,7.3,42.7,6.8,50.1,7,3070,314,0,1.1,0.3,0.6,0,1.1,0.4,0.6,1.8,2,28.1,7.3,24.5,6,71.9,7.3,82.8,4.7,35819,5032,NA,NA,36.9,1.4,23447,2593,17576,1933,25176,7720,0,0.1,0.6,0.7,0,0.3,15055,2347,2.76,0.26,9293,NA,NA,NA,NA,NA,NA,NA,0,0.3,9.2,5.9,9.3,3.1,0,1.9,1.2,1.4,0,6.1,5.6,2,29.5,0.2,29.3,0.3
Alabama,Pickens County,1107,80.1,NA,18.5,0.1,2.6,0.5,5.2,0.1,0.1,0.1,3.02,0.16,14.1,1.7,40.2,0.8,4.9,NA,66.1,3,51.9,3.1,67.2,2.3,7637,279,0,0.4,0.2,0.3,0,0.4,0.4,0.3,0.7,0.6,24.7,2.9,24.5,2.6,75.3,2.9,81.5,1.9,56370,4033,NA,NA,42.2,0.7,39848,3352,20311,1183,30310,3901,0.1,0.2,1.4,0.4,0.1,0.1,23024,1440,2.41,0.08,20243,NA,NA,NA,NA,NA,NA,NA,1.5,0.7,10.3,2.7,9.1,1.7,0.1,0.2,5.4,2.8,0.7,1,7.4,1,56.7,0.5,53.6,0.1
Alabama,Pike County,1109,80.6,0.3,14.8,0.2,1.5,0.4,5.5,0.2,2.2,0.1,3.68,0.17,23.7,2.3,36.8,1.1,2.3,NA,66.3,3.1,58.3,3.4,59.3,3.2,11601,426,2.8,1,2.8,1.5,0.1,0.1,1.2,0.8,2.1,0.7,37.7,3.4,20.9,2.5,62.3,3.4,85,1.8,57838,3904,20.3,1.1,31.2,0.7,37446,2508,20958,1286,30188,1621,0.6,0.2,0.1,0.1,0,0.1,22453,1510,2.71,0.09,33333,NA,24.4,2.6,11.7,4.1,32.4,5.8,2.4,1.1,6.3,2,9.7,1.7,0,0.7,2.9,1.6,0.1,0.3,7.1,1,57.9,0.2,56,0.1
Alabama,Randolph County,1111,78.4,NA,20.4,0.1,1.6,0.4,5.8,0.1,0.2,0.2,3.19,0.19,16.5,2.3,20.4,1.2,2.9,NA,69.8,3.2,61.7,3.9,70.4,3.2,8702,372,0,0.4,0.8,0.7,0,0.4,1,0.7,1.6,0.7,23.4,3.2,23.3,2.6,76.6,3.2,79.6,2.3,58836,4895,NA,NA,43.4,0.4,43395,3406,24128,1740,33527,2310,0.2,0.2,0.4,0.5,0,0.1,24721,2275,2.55,0.1,22647,NA,NA,NA,NA,NA,NA,NA,1.8,0.8,4.2,1.4,9.1,1.9,0,0.7,2.4,1.9,0.3,0.5,7.7,1.3,77.1,0.8,75.3,0.1
Alabama,Russell County,1113,75.6,0.2,13.9,0.2,1.2,0.3,7.2,0.1,1,0.3,3.1,0.11,17.8,1.8,43.7,0.8,5.5,NA,71.3,2.4,63.5,2.3,77.7,1.7,23262,550,1.6,0.7,1.8,0.8,0.4,0.4,2,0.8,4.6,1,39.8,2.4,14.3,1.9,60.2,2.4,83.8,1.4,55932,2821,24.8,1.1,36.3,0.4,42443,2725,24726,1398,32304,1857,0.3,0.2,2.2,1.2,0,0.1,23470,1067,2.47,0.06,57952,NA,20.7,2.1,16.7,3.9,29.8,4.6,3.6,1,6.1,1.3,11.5,1.1,0.6,0.7,2.1,1.3,2,1.6,13.7,1.2,49.2,1.2,46.1,0.5
Alabama,St. Clair County,1115,77.2,0.1,16.3,0.1,1.3,0.3,5.9,0.1,0.8,0.2,3.17,0.08,16.1,1.4,9.6,0.2,2.4,NA,78.2,1.9,73.7,1.8,74.5,2,32036,656,0.7,0.2,0.6,0.4,0.2,0.2,0.5,0.3,2.5,0.6,20.1,1.7,21.9,1.9,79.9,1.7,84.6,1.6,70326,2421,29.6,0.9,40.3,0.4,58308,3222,28940,1727,40463,1405,0.4,0.2,0.7,0.4,0,0.1,26409,1010,2.68,0.05,87989,NA,12.2,1.4,9.7,2.4,14.7,2.8,1.2,0.3,5.1,0.9,8.5,1.1,0.2,0.3,1.5,0.9,0.6,0.9,9.3,0.9,87.3,0.4,85.9,0.1
Alabama,Shelby County,1117,76.3,0.1,14.9,0.1,1.3,0.1,5.8,0.1,2.1,0.1,3.18,0.04,42.9,1,12.1,0.3,5.7,NA,88.3,0.8,83.2,1,86.5,0.7,79630,658,1.5,0.3,1.5,0.4,0.4,0.2,2,0.4,4.5,0.4,19.5,0.9,7,0.6,80.5,0.9,92.7,0.6,100262,2583,NA,NA,39.3,0.3,77799,2248,38053,822,49022,1311,0.3,0.1,3.3,0.5,0,0.1,38549,978,2.64,0.02,213432,NA,7.5,0.7,6.1,0.8,8.9,1.7,2,0.3,3.1,0.5,6.2,0.5,0.2,0.2,2.6,0.8,1.3,0.7,7.8,0.4,80.1,0.4,77.9,0.1
Alabama,Sumter County,1119,80.7,NA,17.5,NA,1.9,0.7,5.6,NA,2.1,2.2,3.21,0.3,21.6,3.7,71.9,2.3,0.5,0.6,63.1,4.8,51,5.8,62.6,5,5202,282,0.8,0.9,1.7,1.7,1.6,1.7,0,0.6,1,1,35.9,4.4,31.9,4.9,64.1,4.4,86.7,2.9,38978,4283,NA,NA,35.6,0.3,24320,1881,15278,1314,26568,2229,0.1,0.1,0.4,0.5,0,0.3,16799,1670,2.29,0.11,12797,NA,NA,NA,NA,NA,NA,NA,0.2,0.3,9.7,3.5,12.5,2.4,0.7,0.8,2.5,1.6,2.6,4,4.7,1.4,25.2,0.6,24.8,0.3
Alabama,Talladega County,1121,78.5,0.1,17.5,0.1,1.6,0.3,5.3,0.1,0.6,0.1,3.02,0.08,15,1.2,32.6,0.4,2.3,NA,73.5,1.9,60.6,1.8,71.8,1.8,31395,608,0.4,0.2,0.6,0.4,0.5,0.3,1,0.3,1.6,0.5,28.7,1.9,23.3,1.6,71.3,1.9,80.3,1.3,57269,2466,24.6,1,41.3,0.4,41325,2101,22313,906,32492,1709,0.4,0.1,0.6,0.4,0.1,0.1,23305,970,2.45,0.05,80387,NA,19.1,1.7,13,2.2,26.8,4,1.7,0.4,7.3,1.3,9.3,0.9,0.1,0.1,1.9,0.7,1,0.9,8.3,0.7,63.9,0.4,62.6,0.1
Alabama,Tallapoosa County,1123,79.1,0.1,21,0.1,1.9,0.4,5.6,0.2,0.4,0.2,3.01,0.11,18.4,1.5,27.4,0.4,2.4,NA,74.9,2.5,67.2,2.5,70.3,2.6,16205,445,0.2,0.2,0.5,0.5,0.1,0.1,0.3,0.2,1.7,0.7,25.1,2.2,19.8,1.8,74.9,2.2,80.7,1.8,60734,2800,NA,NA,44.7,0.3,45828,3476,24621,1055,32338,2028,0.2,0.1,0.8,0.6,0,0.1,25217,1046,2.46,0.07,40541,NA,18.9,2.1,8.5,1.9,31.3,4.7,1.3,0.5,8.2,1.7,8.2,1.1,0,0.4,2.8,1.2,0.3,0.6,8.7,0.8,70,0.5,68.9,0.1
Alabama,Tuscaloosa County,1125,79,0.1,12.9,0.1,1.3,0.1,6,0.1,1.6,0.1,3.32,0.05,30.7,1,32,0.2,3.7,NA,80.4,1,71.4,1.2,79.6,0.9,72461,906,1.4,0.2,1.3,0.3,0.3,0.1,1.7,0.4,3.2,0.4,36.3,1.1,9.9,0.6,63.7,1.1,88.3,0.8,71528,1710,NA,NA,33,0.2,53326,1173,25278,649,38154,1040,0.2,0.1,0.9,0.3,0,0.1,26789,650,2.72,0.03,207305,NA,17.7,1.2,8.4,1.1,21.2,2.7,1.1,0.2,4.8,0.5,7.2,0.7,0.4,0.3,2.3,0.6,2.1,1.2,6.1,0.4,64.2,0.4,61.5,0.1
Alabama,Walker County,1127,77.8,0.1,19,0.1,2.2,0.3,6.1,0.1,0.5,0.1,3.04,0.08,11.3,1.1,6.2,0.3,2.5,NA,72,1.5,60.4,2.1,73,1.7,25019,544,0.6,0.2,0.8,0.3,0,0.1,0.2,0.1,1.5,0.4,22.8,1.6,27.3,2.1,77.2,1.6,81.8,1.3,59159,2404,NA,NA,42.1,0.5,43629,1841,24078,908,34960,1926,0.2,0.1,0.7,0.4,0,0.1,23882,916,2.53,0.06,64110,NA,18.1,1.5,9,1.9,25,3.1,1.8,0.4,8.1,1.3,11.8,1,0.2,0.2,7.6,2.1,6.9,4.7,7.8,0.7,90.6,0.4,88.9,0.2
Alabama,Washington County,1129,77.1,0.3,18.4,0.5,1,0.6,4.8,0.8,0.3,0.2,3.37,0.21,12.7,2.3,23.5,1.6,1.5,1.4,61.8,4.2,57.3,3.9,66.4,3.5,5990,281,0.5,0.5,0.5,0.8,0,0.5,0.2,0.3,1.2,1.1,17.3,3.6,27.4,4.1,82.7,3.6,82.6,2.8,60489,8065,33.4,3,43.7,0.6,41370,3437,21647,1703,35346,4944,7.4,1,0.1,0.2,0,0.2,26752,5471,2.74,0.13,16541,NA,NA,NA,NA,NA,NA,NA,2.4,1.3,7,2.2,9.4,2.3,0,1.1,3.8,2.7,4.3,7,7.5,1.8,66.3,1.4,64.9,0.2
Alabama,Wilcox County,1131,75.9,NA,19,NA,2.1,0.6,6.3,NA,0,0.1,3.67,0.29,12.5,2.1,69.4,3.6,0.5,0.6,53.7,4.9,47.1,4.3,50.3,4.6,3854,213,0,0.8,0.8,1.2,0.9,1.2,0.2,0.4,0.8,0.9,32.1,3.8,41.4,4.2,67.9,3.8,76.5,2.9,42500,3388,NA,NA,40.5,1,31014,3634,17766,1143,27331,2810,0.2,0.2,0,0.3,0,0.3,16841,1299,2.71,0.14,10681,NA,NA,NA,NA,NA,NA,NA,3.1,3.5,14.5,4.3,10.9,2.1,0.3,0.6,0.5,0.7,0.6,1,4.7,1.1,27.3,0.6,26.8,0.3
Alabama,Winston County,1133,79.3,0.2,21.3,0.2,2,0.5,5.5,0.4,0.2,0.2,3.04,0.14,12.8,1.7,0.7,0.4,3.2,NA,65.8,3.5,57,3.2,68.2,2.7,9592,305,0.2,0.2,1.2,0.5,0.1,0.1,0.4,0.3,2,0.6,20.6,2.4,25,2.8,79.4,2.4,78.8,2.2,53167,3307,NA,NA,45.2,0.3,35788,3659,20905,1119,29300,2567,0.3,0.2,0.8,0.7,0.1,0.1,22952,1470,2.44,0.07,23784,NA,NA,NA,NA,NA,NA,NA,1.9,0.5,6.9,2.2,12.3,2.1,0.2,0.3,7.8,4.6,13.2,13.3,7.3,1.2,96.1,0.7,93.7,0.1
Alaska,Aleutians East Borough,2013,85.7,2,9.4,1.5,1,0.4,3.2,0.7,19.7,4,3.23,0.22,11.5,2.4,4.2,2.3,9,3,62.4,3.7,63.4,4,82.1,3.1,890,125,6.4,1.7,2.7,1.2,2.5,0.9,1,0.7,1.5,0.9,36.2,3.9,5.6,1.6,63.8,3.9,85.5,2.4,79535,3849,NA,NA,42.5,1.5,69250,5289,29177,1470,31445,1396,46.7,6.4,4.2,2.2,1,0.7,33939,1818,2.61,0.14,3385,NA,NA,NA,NA,NA,NA,NA,9.2,2,4.2,1.5,46.3,3.2,5,3.9,33.1,6.7,27.2,8.8,5,1.2,15.1,2.3,13.2,2.1
Alaska,Aleutians West Census Area,2016,82.8,1.4,6.1,0.7,0.2,0.2,3.3,0.1,40.3,1.6,4.56,0.39,17,2.7,3.4,1.1,14.1,NA,77.2,2.5,71.4,2.8,83.7,2.1,1187,143,40.8,5.9,6.7,1.3,7.2,1.5,2.7,0.9,9.4,2.4,71.8,2.7,1.4,0.6,28.2,2.7,89.5,1.6,101964,4766,NA,NA,38.6,1.7,87466,3206,35204,3644,43927,2734,10.8,0.8,5.1,1.4,2.7,0.3,39647,2219,3.74,0.31,5698,NA,NA,NA,NA,NA,NA,NA,8.7,1.8,2.2,0.8,17.5,2.1,10.1,4.7,9.9,2.6,13.8,4.2,6.1,1.7,29.1,1.2,23.8,0.1
Alaska,Anchorage Municipality,2020,75.5,NA,10.5,0.1,0.9,0.1,7.2,NA,9.6,0.3,3.27,0.04,36.1,0.9,5.6,0.3,9.2,NA,90,0.8,85.1,1,88.2,0.9,106567,1023,8.3,0.4,2.8,0.4,2.6,0.4,3.3,0.4,6.3,0.5,38.7,1.1,4.8,0.5,61.3,1.1,93.9,0.5,109988,2328,NA,NA,33.6,0.1,84928,1508,38390,702,50256,715,7.9,0.5,2.4,0.4,2.4,0.1,41415,817,2.69,0.02,293531,NA,9,0.6,5.5,1.1,13.1,1.9,9.5,0.6,5.1,0.5,11.2,0.8,0.8,0.4,8.2,1.2,7.8,1.8,12.6,0.5,62.6,0.4,57.9,0.1
Alaska,Bethel Census Area,2050,64.7,0.6,7.2,0.1,0.6,0.4,10.1,0.1,1.1,0.2,4.35,0.18,11.9,2.2,0.7,0.3,2.6,NA,73.3,2.2,51.2,3.2,83.3,1.8,4489,158,2,1.2,6.4,1.2,65.6,3.8,1.2,0.7,2,1.6,41.8,2.8,3.1,1.1,58.2,2.8,80.9,1.6,70804,4599,7.3,0.5,27.3,0.5,53553,3178,14419,935,30023,3169,83.1,0.9,0.2,0.2,0.2,0.3,19885,1146,3.83,0.09,18134,NA,NA,NA,NA,NA,NA,NA,3.4,0.8,18.6,2,20.3,1.7,1.5,0.8,10.5,2.7,7.4,1.8,5.4,0.7,11.2,0.6,9.7,0.1
Alaska,Bristol Bay Borough,2060,79.4,3.7,9.9,2,1,0.6,5.5,1.7,0.2,0.3,3.07,0.32,22.5,6.2,0.6,0.7,3.7,2.6,78.3,4.7,81.8,4.4,80.9,4.5,314,37,0.6,1,0.6,0.9,5.4,2.6,0.6,0.9,3.5,2,46.2,5.6,3.2,1.7,53.8,5.6,94,3,96032,9881,NA,NA,42.9,5.9,79808,8316,38804,4334,51184,4514,34.2,4.8,1.6,1.9,0.2,0.4,44168,6088,2.51,0.21,875,80,NA,NA,NA,NA,NA,NA,10.5,2.9,9.7,4,20.5,4.5,3.4,4.6,12.4,5.9,22.2,10.2,11.5,3.1,52.7,5.9,50.9,5.9
