gene.name,ka.nv.1,ka.nv.2,ka.nv.3,ka.v.1,ka.v.2,ka.v.3,tbg.nv.1,tbg.nv.2,tbg.nv.3,tbg.v.1,tbg.v.2,tbg.v.3
356742,74.3461,21.267,66.6741,182.8633,243.3242,163.8314,61.9593,72.7592,99.4126,60.0542,60.1696,83.6857
OHP2,188.789,281.1975,219.3483,567.4142,538.339,501.296,456.5423,331.0544,519.3194,396.6963,360.047,313.5692
485526,362.5417,277.653,379.7528,92.7762,66.8196,56.0107,118.2119,164.4358,111.2827,134.4877,83.461,158.297
LRR1,152.0336,135.8727,151.7078,60.5062,22.6934,53.2102,92.939,128.0562,93.4775,44.8292,26.2029,40.3304
489787,589.7568,508.0458,515.9999,898.1816,785.4455,849.9627,557.6338,509.3144,529.7058,598.0049,611.4006,576.7254
493317,0,0,0.96629,48.405,79.4271,49.0094,2.4458,0,1.4838,10.9958,34.9372,30.2478
AERO2,64.3219,70.8901,83.1011,149.2487,158.8541,183.4351,152.4525,100.4077,102.3801,164.9377,235.8259,131.0739
488193,189.6243,145.3247,219.3483,454.4692,433.697,385.0737,383.9847,264.1159,311.5916,426.3006,491.0614,410.3623
SAMTL,406.8152,532.8574,424.2022,847.0875,777.881,782.7499,672.5847,541.3284,664.7289,759.5593,729.7988,645.2871
478103,278.1714,285.9235,252.2022,984.235,1269.5724,994.1903,768.7847,526.049,701.8231,850.0636,1029.6762,739.0554
898745,105.254,101.6092,111.1236,53.7833,47.9084,70.0134,265.7729,409.6343,148.377,134.4877,266.8812,209.7183
486261,443.5706,365.0841,418.4044,233.9575,279.8859,285.6547,306.5356,371.0719,307.1403,347.638,396.9251,415.4036
906954,99.4066,102.7907,136.2472,22.8579,17.6505,23.8046,57.883,58.2074,37.0942,56.6709,59.1991,67.5535
DECR,202.1546,241.0264,236.7415,450.4354,392.0924,518.0992,336.7,281.5781,311.5916,389.9297,468.7405,358.941
AGY1,1809.3671,1565.49,1605.9773,2787.3212,2463.4999,2852.3461,1816.3863,1439.9045,2019.4106,1847.3024,1907.958,1829.9939
929009,111.9368,100.4277,127.5505,18.8242,6.3037,2.8005,25.2729,27.6485,11.8702,28.7584,10.6752,21.1735
940754,98.5712,72.0716,129.4831,20.1687,15.129,15.4029,25.2729,37.1072,37.0942,27.9125,26.2029,23.19
496475,34.2493,41.3526,41.5506,17.4796,12.6075,14.0027,24.4576,42.9279,35.6105,35.525,32.0257,41.3387
482439,564.6963,467.8748,567.2134,736.8316,921.6062,870.9667,473.6627,424.9137,535.6409,713.8843,724.9464,722.9232
emb1967,290.7016,275.2899,282.1573,172.1067,138.6822,145.6279,222.5644,211.0017,212.1791,187.7752,180.5087,198.6274
482735,282.3481,187.8588,272.4943,25.5471,26.4757,21.004,39.9475,62.5729,40.0618,37.2167,25.2324,46.38
477944,233.0625,274.1084,200.9887,486.7392,472.7802,497.0952,298.383,254.6572,197.3414,418.688,441.5671,399.2714
JKD,162.0578,122.8762,106.2921,18.8242,26.4757,29.4056,43.2085,146.9736,69.7372,27.0667,8.7343,26.2148
AtSPS2,30.0726,53.1676,40.5843,242.025,282.4074,270.2517,164.6813,80.7627,99.4126,221.6086,205.7412,159.3053
AtHBP5,113.6075,142.9617,185.5281,540.5225,656.8493,695.9332,534.8067,352.8821,507.4493,571.7841,519.2053,356.9244
ATSS1,656.5847,854.2259,673.5055,1913.342,1791.5217,1550.0968,1492.7304,1018.6288,1197.4022,1453.9894,1473.1843,1167.5664
CID1,787.7346,899.123,869.6628,1024.5725,1149.8014,1057.2024,935.0965,1016.446,1516.4127,810.3094,905.4552,926.592
909573,74.3461,53.1676,62.809,16.135,11.3467,14.0027,23.6424,38.5624,19.289,30.45,32.9962,23.19
487310,357.5296,419.4332,392.3146,747.5883,926.6492,806.5544,848.6796,669.3846,1059.4116,693.5842,690.9797,578.7419
ATFTSZ1-1,674.9624,778.6098,767.2359,1235.6721,1191.4061,1205.6308,1094.0711,883.2967,948.1289,1053.9097,966.5952,916.5094
SKS1,97.7359,61.4381,98.5618,5.3783,5.043,5.6011,27.7186,28.3761,26.7079,21.1459,9.7048,14.1157
ASE2,465.2897,545.8539,491.8426,1036.6737,1018.6837,905.9734,873.9525,544.9664,703.3069,1093.6639,1091.7868,874.1624
EBF2,558.8488,614.381,627.1235,185.5525,190.3728,208.6399,415.7796,659.9259,480.7414,166.6294,165.9516,198.6274
906345,172.082,111.0612,144.9438,112.945,110.9457,82.6158,187.5085,229.1915,225.533,207.2294,185.3611,220.8092
ATMAP65-3,527.9409,398.1661,505.3707,59.1617,36.5617,40.6078,61.9593,129.5114,50.4482,71.0501,55.3172,42.347
494774,471.9725,490.3233,458.0224,259.5046,231.9775,219.8421,405.1813,427.8241,482.2252,276.5879,202.8297,221.8174
473896,246.4281,413.5257,254.1348,781.2029,1104.4145,996.9909,476.1084,405.2687,296.754,960.8679,1161.6611,939.6994
488225,1236.3173,1404.8058,1135.3931,626.5758,416.0466,623.1193,1089.1796,1207.8027,1068.3142,988.7805,783.175,780.3941
ATMTM1,43.4382,29.5375,41.5506,165.3837,206.7625,124.6239,41.578,23.2829,22.2565,98.1168,157.2173,132.0822
PDF1.2c,76.8522,56.7121,125.618,528.4212,743.8408,803.7539,52.9915,42.2003,149.8607,112.496,435.7442,583.7832
476111,129.4792,196.1293,141.0786,325.3892,274.8429,319.2611,144.3,136.0597,121.6691,199.6169,241.6488,197.6192
479911,362.5417,391.0771,379.7528,642.7108,574.9007,567.1086,405.9966,391.4445,354.621,567.5549,544.4377,502.114
DML2,491.1855,484.4158,482.1797,294.4637,248.3672,301.0576,215.2271,288.854,204.7602,215.6878,233.885,238.9579
474144,70.1694,44.8971,42.5168,1.3446,2.5215,5.6011,24.4576,45.1107,11.8702,8.4583,9.7048,13.1074
EXO84B,440.2292,405.2552,425.1685,286.3962,303.8401,294.0563,396.2135,419.8206,388.7477,334.9504,339.667,329.7014
ATEME1A,63.4866,44.8971,55.0786,10.7567,8.8252,7.0013,18.7508,14.5518,11.8702,19.4542,7.7638,22.1817
PKp3,175.4234,168.9548,256.0674,537.8333,484.1269,597.9145,580.461,356.5201,378.36130000000003,528.6465,720.094,507.1553
347890,50.9563,122.8762,27.0562,211.0996,325.2728,315.0603,21.1966,50.2038,31.1592,71.8959,65.022,19.157
483095,164.5639,267.0194,224.1797,1453.4945,1265.7901,1006.7927,818.5152,360.158,498.5466,1268.7517,1061.702,923.5672
AtMTM2,177.9295,231.5744,185.5281,360.3483,453.869,364.0697,282.0779,225.5535,206.244,376.3963,441.5671,403.3045
MED19A,151.1983,124.0577,126.5843,95.4654,94.556,91.0174,120.6576,136.7873,118.7016,96.4251,99.9591,97.8013
AtSPS1,50.121,92.1572,57.9775,385.8954,641.7203,530.7016,346.483,249.5641,289.3351,493.1215,602.6663,472.8745
AtUBP12,1094.3079,1057.4442,1112.2021,1366.0966,1449.8592,1403.0686,1023.144,985.8871,1201.8535,1312.735,1361.5794,1276.4586
ABC1,661.5968,613.1995,608.764,1589.2975,2007.1095,1454.8785,988.9033,760.3336,1105.4085,1425.231,1478.0367,1463.9952
939455,183.7769,177.2253,183.5955,282.3625,240.8027,266.0509,206.2593,213.1845,201.7927,236.8336,272.7041,184.5118
IMPL1,106.9247,179.5883,133.3483,544.5562,404.6998,589.5129,333.4389,205.1809,256.6922,411.9214,400.8071,369.0236
350459,527.9409,564.7579,603.9325,884.7358,1036.3342,974.5866,671.7694,550.0595,722.5959,766.326,806.4665,708.8076
GALS3,137.8327,171.3178,102.427,373.7942,353.0092,373.8716,215.2271,178.9876,109.799,359.4796,457.0947,380.1144
PLA IIB,116.9489,183.1328,122.7191,55.1279,27.7364,54.6105,78.2644,92.4042,75.6723,72.7418,76.6677,77.6361
319369,352.5175,243.3894,338.2022,30.9254,16.3897,25.2048,59.5136,85.1283,59.3508,66.8209,49.4943,48.3965
358455,364.2124,257.5674,396.1797,34.9592,18.9112,26.6051,83.9712,132.4217,63.8021,63.4376,42.701,61.5039
479886,605.6284,806.9658,698.6291,1098.5246,1117.022,1174.8249,1076.1355,833.0928,1252.3017,941.4137,1085.9639,839.8815
ATHB-8,463.619,399.3477,361.3932,194.9646,143.7252,158.2303,238.0542,309.2266,209.2115,211.4586,189.243,196.6109
AtNMD3,292.3723,257.5674,317.9101,520.3537,615.2446,530.7016,388.061,233.557,341.267,536.259,587.1387,631.1715
ATIPK2BETA,70.1694,81.5236,49.2809,127.7354,136.1607,133.0255,88.8627,77.8523,118.7016,115.8793,108.6934,95.7848
PDCB3,388.4375,445.4262,345.9325,106.2221,80.6878,113.4217,242.9457,197.905,106.8314,116.7252,78.6086,116.9583
488576,438.5585,347.3616,531.4606,51.0942,23.9542,37.8072,87.2322,118.5975,62.3183,77.8168,55.3172,80.6609
EMB2797,600.6163,899.123,675.4381,1232.9829,1171.2341,1274.2439,1072.8745,790.1649,1100.9572,1030.2263,998.621,1019.352
478950,149.5276,171.3178,148.809,329.4229,447.5652,371.071,186.6932,118.5975,148.377,284.2004,343.5489,347.8501
AtSWEET1,69.334,82.7051,49.2809,368.4158,481.6054,329.063,240.5,112.7768,86.0586,460.1339,614.312,328.6931
476441,131.1499,181.9513,110.1573,457.1583,368.1382,373.8716,445.1288,279.3953,372.4262,390.7755,384.3089,292.3957
GLX2-5,129.4792,87.4311,119.8202,228.5792,274.8429,212.8407,195.661,147.7012,181.0199,305.3462,357.1356,313.5692
483321,222.203,191.4033,182.6292,76.6412,46.6476,58.8113,202.183,243.7433,228.5005,73.5876,46.5829,110.9087
AtbZIP16,191.295,172.4993,173.9326,127.7354,119.771,110.6212,167.9424,174.6221,152.8283,154.7877,141.6897,144.1813
WEB1,402.6385,418.2517,368.1573,894.1479,747.6231,721.1381,612.2559,552.2423,718.1446,711.3468,723.0055,616.0475
493733,0.83535,1.1815,0.96629,34.9592,36.5617,28.0054,19.5661,8.0035,7.4188,32.9875,43.6715,25.2065
491965,174.5881,179.5883,125.618,52.4387,35.3009,47.6091,154.083,146.9736,89.0262,82.0459,80.5496,74.6113
AtBRN2,126.1378,83.8866,137.2135,25.5471,10.086,18.2035,103.5373,82.2179,91.9937,25.375,21.3505,29.2396
CYCT1;3,175.4234,265.8379,163.3033,502.8742,659.3708,536.3027,361.9728,351.4269,367.9749,530.3382,583.2568,556.5601
931350,228.0504,265.8379,230.9438,392.6183,363.0952,387.8743,317.9491,257.5676,281.9163,307.8837,292.1136,230.8918
489029,487.0088,517.4978,465.7527,986.9241,804.3567,795.3523,633.4525,535.5077,623.1833,777.3218,847.2265,770.3115
RPOB,42.6028,80.3421,46.382,598.3396,373.1812,387.8743,243.761,69.1212,178.0524,664.8259,860.8132,675.535
928961,144.5155,124.0577,143.9775,83.3642,80.6878,82.6158,92.939,96.0421,66.7696,62.5917,73.7563,76.6278
ACD1-LIKE,221.3676,294.194,207.7528,595.6504,736.2763,599.3147,789.166,518.0455,646.9236,620.8425,549.2901,520.2627
ATPEX5,335.8105,393.4401,367.191,693.805,666.9352,735.1407,549.4813,453.2898,495.5791,641.9883,712.3302,593.8658
SBH2,265.6412,165.4103,208.7191,73.9521,34.0402,71.4137,123.1034,144.7908,135.023,71.0501,37.8486,68.5618
471213,144.5155,115.7872,105.3258,10.7567,16.3897,16.8032,40.7627,45.8383,25.2241,27.0667,17.4686,27.2231
ANQ1,118.6196,69.7086,128.5168,14.7904,17.6505,9.8019,43.2085,58.2074,44.5131,43.1376,59.1991,34.2809
940786,91.8885,99.2462,93.7303,240.6804,350.4877,264.6507,113.3203,149.8839,215.1466,152.2502,192.1545,218.7927
922355,9.1888,7.089,6.764,45.7158,64.2981,40.6078,5.7068,16.007,4.4513,20.3,32.0257,25.2065
487637,287.3602,466.6933,404.8764,578.1708,582.4652,586.7123,582.9067,384.1686,643.9561,460.9798,518.2348,395.2384
AN,439.3939,536.4019,513.1011,707.2508,917.8239,831.7592,472.0322,454.0174,378.36130000000003,671.5925,764.736,724.9397
485970,414.3334,356.8136,326.6067,217.8225,219.37,222.6426,234.7932,281.5781,268.5623,140.4085,203.8002,167.3713
923098,141.1741,163.0473,158.4719,114.2896,107.1635,103.6198,124.7339,120.7803,137.9906,122.646,126.162,120.9913
RPT5B,100.2419,47.2601,64.7416,186.8971,279.8859,232.4445,13.0441,14.5518,45.9969,14.3792,47.5534,69.57
DER2.2,172.9174,147.6877,182.6292,290.43,356.7914,371.071,150.822,162.9806,140.9581,268.1295,311.5232,311.5527
ATBT4,262.2998,186.6773,194.2247,672.2916,1090.5463,859.7646,1.6305,0,2.9675,2.5375,0.97048,2.0165
ADOF1,38.4261,51.9861,65.7079,150.5933,142.4644,137.2263,74.1881,93.8594,80.1236,89.6584,115.4868,79.6526
GlcAT14A,188.789,172.4993,200.9887,107.5667,103.3813,117.6225,128.8102,201.543,163.2147,109.9585,123.2506,103.8509
479022,177.0941,194.9478,255.1011,69.9183,73.1233,65.8126,92.939,146.9736,100.8963,84.5834,103.8411,90.7435
478694,147.0215,176.0438,168.1348,22.8579,20.172,26.6051,15.4898,26.9209,4.4513,26.2209,32.0257,33.2726
UXS5,213.0141,272.9269,258.9663,461.1921,654.3278,532.1019,273.9254,218.2776,255.2084,426.3006,432.8328,455.734
VPS2.2,81.0289,72.0716,83.1011,12.1012,12.6075,18.2035,36.6864,45.1107,23.7403,41.4459,31.0553,34.2809
PGL34,177.9295,219.7594,177.7977,406.0642,412.2643,418.6802,230.7169,192.0843,283.4,290.1212,227.0916,211.7348
487926,532.1177,574.2099,580.7415,286.3962,249.6279,305.2584,547.0355,707.2194,732.9823,307.0379,313.4641,369.0236
ATCBL2,103.5833,111.0612,93.7303,196.3092,208.0233,142.8273,127.1796,125.8734,145.4094,140.4085,165.9516,171.4044
ATOPT3,263.1351,283.5605,323.7078,1210.125,932.9529,1426.8732,812.8084,187.7187,216.6304,659.7509,1016.0895,671.5019
eIF6A,413.498,417.0702,461.8876,571.4479,688.3679,644.1233,375.0169,323.7784,387.2639,507.5007,573.552,565.6345
ACT2,1149.441,1135.4233,1148.9212,1212.8141,1514.1573,1512.2895,818.5152,938.5937,927.3561,1028.5347,1088.8753,1182.6903
922237,645.7252,627.3775,623.2583,463.8812,445.0437,512.4981,584.5372,560.2458,599.443,452.5214,512.4119,516.2297
AtAUR2,66.828,53.1676,70.5393,13.4458,8.8252,4.2008,17.1203,32.7416,10.3864,16.0709,7.7638,19.157
CIP8,314.0914,327.276,277.3258,119.6679,137.4214,148.4284,242.9457,331.7819,256.6922,170.8586,193.1249,174.4292
ABCG22,162.8932,220.9409,62.809,1167.0983,2015.9347,1855.3552,730.4677,285.2161,424.3582,804.3885,1463.4795,1401.483
491249,1079.2716,1031.4512,1051.3257,539.1779,254.6709,418.6802,723.1304,878.2035,900.6482,576.8591,384.3089,527.3206
ATPAO3,199.6485,233.9374,259.9326,462.5367,446.3045,488.6936,295.9373,251.0192,338.2995,389.0838,386.2499,329.7014
470088,333.3045,366.2656,333.3707,490.7729,540.8605,588.1126,335.8847,298.3127,323.4618,439.8339,473.5928,463.8001
494886,95.2298,82.7051,81.1685,6.7229,6.3037,14.0027,114.9508,106.956,158.7634,17.7625,2.9114,33.2726
AtLPLAT1,78.5229,76.7976,95.6629,169.4175,242.0635,191.8367,142.6695,116.4147,145.4094,208.9211,248.4421,208.7101
493655,162.8932,217.3964,141.0786,529.7658,550.9465,620.3188,385.6152,267.0263,335.332,348.4838,355.1946,321.6353
APP1,299.8905,392.2586,334.337,537.8333,687.1072,620.3188,463.0644,459.1105,504.4817,506.6548,596.8434,536.3949
485979,198.8132,204.3998,203.8876,333.4567,336.6195,337.4646,338.3305,256.84,320.4943,395.0047,441.5671,422.4614
ATPDX1.1,184.6123,191.4033,113.0562,587.5829,700.9754,625.9198,448.3898,335.4199,471.8388,350.1755,467.77,180.4787
ACA1,327.457,319.0055,349.7977,204.3767,231.9775,214.241,159.7898,253.202,218.1142,177.6252,207.6821,180.4787
ATKT4,311.5854,320.187,275.3932,672.2916,689.6287,792.5517,716.6084,583.5288,869.4891,858.522,822.9646,783.4189
scpl26,487.0088,476.1453,453.191,231.2683,99.599,193.237,401.105,453.2898,330.8807,337.4879,237.7669,246.0157
945757,91.8885,93.3387,98.5618,65.8846,44.1262,63.0121,92.1237,80.7627,96.445,66.8209,43.6715,55.4544
LACS8,475.3139,508.0458,347.8651,1423.9137,2018.4562,1510.8893,658.7254,505.6764,519.3194,1107.1973,1408.1623,1226.0455
485406,1207.0801,1103.5228,1136.3594,863.2225,940.5174,884.9694,1086.7338,1041.1841,1081.6682,1097.0473,1083.0525,1065.732
920409,123.6317,112.2427,118.8539,181.5187,190.3728,203.0389,105.1678,80.0351,84.5749,107.421,167.8925,128.0492
480002,90.2178,68.5271,68.6067,149.2487,156.3326,131.6252,70.1119,83.6731,53.4157,142.946,140.7192,143.1731
CID11,431.8757,479.6898,519.8651,765.0679,1071.6351,1005.3925,601.6576,587.8943,663.2451,757.8677,899.6323,936.6746
489963,49.2856,56.7121,58.9438,13.4458,17.6505,14.0027,29.3491,50.9314,32.6429,46.5209,33.9667,51.4213
PEL1,142.0094,150.0507,153.6404,348.2471,320.2298,483.0925,182.6169,166.6186,178.0524,220.7628,281.4384,231.9001
927823,8.3535,9.452,11.5955,12.1012,32.7794,18.2035,15.4898,36.3796,20.7728,13.5334,14.5572,7.0578
SPA3,262.2998,288.2865,224.1797,623.8867,601.3764,680.5303,596.766,363.0684,427.3257,648.755,751.1493,601.9319
486683,802.7709,895.5785,910.2471,469.2596,214.327,448.0858,540.5135,689.0296,784.9142,592.0841,477.4747,423.4697
AtUBC36,345.8347,320.187,327.573,361.6929,423.611,406.0777,276.3712,305.5886,400.6178,280.817,360.047,309.5362
AtRDR1,179.6002,131.1467,181.6629,61.8508,44.1262,40.6078,92.939,176.8049,140.9581,73.5876,54.3467,104.8592
950145,50.9563,86.2496,75.3708,131.7692,171.4616,141.4271,88.8627,83.6731,80.1236,133.6418,166.9221,135.107
483418,736.7783,707.7197,716.9887,828.2633,993.4688,973.1863,709.2711,829.4549,854.6514,877.9761,935.5399,948.7737
483612,480.326,296.557,330.4719,100.8437,54.2121,88.2169,103.5373,117.1423,89.0262,97.271,65.9924,63.5205
471143,182.1062,179.5883,143.0112,298.4975,291.2326,277.2531,216.8576,220.4604,224.0492,354.4046,303.7593,407.3375
488924,506.2218,563.5764,429.9999,1090.4571,892.609,963.3844,607.3643,583.5288,685.5016,787.4719,1060.7315,1025.4016
488795,326.6217,186.6773,280.2247,29.5808,23.9542,33.6064,118.2119,275.0298,232.9519,29.6042,29.1143,24.1983
RGLG4,452.7595,463.1488,511.1685,306.565,182.8083,266.0509,315.5034,363.0684,339.7833,276.5879,407.6004,433.5523
ADK,165.3992,239.8449,250.2696,446.4017,436.2185,376.6721,184.2474,189.9015,255.2084,216.5336,268.8222,199.6357
478815,6.6828,14.178,3.8652,68.5737,51.6906,86.8166,17.9356,6.5483,13.3539,27.9125,85.402,59.4874
892011,161.2225,194.9478,173.9326,255.4708,355.5307,289.8555,227.4559,222.6431,277.4649,258.8253,312.4936,258.1148
EDL2,188.789,184.3143,162.3371,91.4317,70.6018,95.2182,136.9627,130.9666,139.4744,126.0293,114.5163,100.8261
496184,89.3824,94.5202,80.2022,21.5133,40.3439,39.2075,123.9186,99.6801,72.7047,43.1376,47.5534,36.2974
IMPA-2,684.9866,677.0006,781.7302,982.8904,1019.9444,1037.5986,667.6932,660.6535,638.021,846.6803,948.1562,912.4763
472519,142.8448,217.3964,169.1011,387.24,495.4736,450.8863,281.2627,224.0983,277.4649,309.5754,371.6927,256.0983
474597,1026.6446,1039.7217,937.3032,420.8546,139.9429,376.6721,625.2999,786.5269,642.4723,412.7672,295.025,376.0814
ATDUF7,99.4066,69.7086,86,33.6146,20.172,32.2062,64.4051,77.8523,66.7696,53.2876,54.3467,43.3552
ATYLMG2,253.9463,438.3372,364.2921,626.5758,624.0698,572.7096,506.2728,371.7995,385.7801,569.2466,511.4414,475.8993
311357,209.6727,237.4819,297.6179,447.7462,482.8662,427.0818,314.6881,214.6396,218.1142,314.6504,302.7889,212.7431
ANT,405.1445,263.4749,338.2022,83.3642,36.5617,47.6091,78.2644,94.587,60.8346,77.8168,82.4906,88.727
PHT4;5,161.2225,223.3039,134.3146,502.8742,432.4363,519.4995,363.6034,230.6467,275.9812,468.5923,471.6519,416.4118
LOS4,344.9994,340.2726,376.8539,469.2596,525.7316,533.5021,441.0525,418.3654,477.7739,605.6175,622.0758,626.1302
491927,121.961,68.5271,103.3932,14.7904,8.8252,9.8019,22.0119,27.6485,13.3539,12.6875,13.5867,15.1239
IMK2,951.4631,714.8087,989.483,166.7283,129.857,169.4324,252.7288,280.8505,157.2796,221.6086,201.8592,217.7844
477519,105.254,111.0612,102.427,185.5525,202.9803,194.6373,125.5491,120.7803,123.1529,148.021,170.804,162.33
ATHMA1,654.914,758.5242,685.101,1331.1375,1120.8042,1173.4246,922.8677,805.4443,847.2325,1028.5347,898.6618,799.5511
490381,243.9221,222.1224,220.3146,77.9858,69.3411,106.4204,152.4525,178.26,133.5393,147.1752,153.3354,151.2392
477332,132.8206,151.2322,133.3483,326.7337,431.1755,457.8877,122.2881,88.7662,164.6984,205.5378,294.0546,303.4866
WPP2,316.5975,333.1835,307.2809,182.8633,180.2868,203.0389,211.9661,232.1018,186.955,179.3169,180.5087,199.6357
NPG1,48.4503,60.2566,53.1461,16.135,11.3467,19.6038,50.5458,52.3866,54.8995,23.6834,17.4686,22.1817
921327,91.8885,109.8797,88.8989,2.6892,0,1.4003,36.6864,45.8383,34.1267,4.2292,2.9114,5.0413
475932,116.9489,193.7663,136.2472,67.2292,42.8654,60.2115,194.8457,216.8224,173.6011,138.7168,75.6972,69.57
329621,153.7043,196.1293,160.4045,212.4442,238.2812,214.241,168.7576,123.6906,143.9257,200.4628,213.505,218.7927
485718,71.8401,62.6196,72.4719,30.9254,37.8224,29.4056,48.1,67.6661,48.9644,73.5876,37.8486,55.4544
472593,56.8038,68.5271,57.0112,16.135,2.5215,12.6024,28.5339,50.2038,25.2241,14.3792,16.4981,12.0991
357025,36.7554,57.8936,41.5506,127.7354,186.5906,127.4244,114.1356,77.8523,89.0262,134.4877,135.8668,94.7765
HR3,34.2493,31.9006,56.0449,1.3446,0,0,4.0763,22.5554,4.4513,0,1.941,1.0083
BGLU16,215.5202,215.0334,219.3483,96.81,105.9028,91.0174,192.4,249.5641,178.0524,79.5084,98.9887,49.4048
ZIFL1,271.4886,301.283,261.8651,607.7517,519.4278,526.5008,256.8051,251.7468,313.0754,413.613,403.7185,414.3953
ARR7,375.0719,244.5709,346.8988,176.1404,131.1177,154.0295,220.1186,205.9085,201.7927,202.1544,143.6306,162.33
ALDH6B2,431.0404,424.1592,382.6516,587.5829,780.4025,663.7271,450.0203,424.1861,405.0691,491.4298,524.0576,495.0562
492916,96.9005,95.7017,57.0112,310.5987,460.1727,284.2544,180.1712,123.6906,170.6335,213.1503,333.8441,218.7927
BLH4,327.457,289.468,292.7865,731.4533,543.382,813.5558,297.5678,277.2125,382.8126,423.7631,407.6004,491.0232
CDKB2;1,406.8152,373.3546,484.1123,88.7425,56.7336,60.2115,119.0271,149.1564,84.5749,75.2793,72.7858,80.6609
335795,178.7648,99.2462,151.7078,235.3021,234.499,246.4472,180.1712,170.9841,167.666,162.4002,250.3831,228.8753
939541,100.2419,114.6057,101.4607,192.2754,234.499,177.834,150.0068,141.8804,145.4094,207.2294,197.0069,213.7514
AtHBP1,263.1351,411.1627,200.0224,785.2366,929.1707,1208.4313,632.6372,440.1932,537.1247,868.672,1201.4507,763.2537
478365,344.9994,391.0771,381.6853,560.6912,520.6886,459.2879,619.5932,454.0174,554.9299,435.6047,435.7442,457.7506
ATHO1,406.8152,461.9673,443.528,560.6912,620.2876,589.5129,569.8627,469.2968,566.8,471.1298,488.15,415.4036
901750,90.2178,85.0681,50.2472,24.2025,18.9112,18.2035,52.9915,43.6555,29.6754,60.9001,45.6124,52.4296
ECT4,324.1156,349.7246,343.0337,742.21,740.0586,768.7472,410.0728,368.1615,464.4199,756.176,945.2447,701.7497
AtDRE2,142.0094,140.5987,128.5168,204.3767,218.1093,177.834,110.0593,109.8664,96.445,193.6961,175.6564,166.3631
CVP1,632.3596,609.655,637.7527,361.6929,365.6167,432.6828,544.5898,584.2564,578.6702,406.0005,409.5413,435.5688
327981,304.0672,426.5222,318.8764,601.0287,532.0353,583.9118,653.8338,479.4831,605.3781,451.6756,485.2386,432.544
AtHB33,388.4375,258.7489,343.0337,94.1208,103.3813,93.818,57.0678,63.3005,26.7079,124.3377,192.1545,225.8505
PIA1,443.5706,545.8539,473.4831,176.1404,163.8971,229.644,225.0101,368.1615,234.4356,188.6211,150.424,174.4292
494761,663.2675,708.9012,664.8089,943.8975,912.7809,1057.2024,759.8169,657.0156,738.9173,822.9969,743.3855,771.3198
NLP7,405.9799,433.6112,337.2359,657.5012,761.4913,730.9399,706.0101,657.7432,743.3686,815.3844,917.1009,874.1624
494462,226.3797,327.276,259.9326,572.7925,597.5942,462.0885,435.3457,334.6923,375.3937,415.3047,412.4528,379.1062
At-RS40,646.5606,697.0861,649.3482,1343.2387,1269.5724,1495.4863,690.5203,603.1738,639.5048,931.2637,1083.0525,1163.5333
ABX45,263.1351,264.6564,286.9887,431.6112,567.3362,505.4968,231.5322,233.557,231.4681,337.4879,446.4195,386.164
ATGR1,422.6869,489.1418,426.1348,849.7766,1441.034,1099.2104,668.5084,456.2002,505.9655,1163.8682,1276.1774,1180.6738
ADF5,55.1331,88.6126,84.0674,190.9308,268.5391,236.6453,203.8135,124.4182,198.8251,298.5796,373.6337,320.627
FDM1,1182.855,1153.1459,989.483,512.2862,521.9493,408.8783,752.4796,851.2826,755.2388,591.2383,571.611,768.295
488686,595.6042,539.9464,556.5842,810.7837,1089.2855,830.359,603.2881,587.8943,695.888,721.4968,681.2749,716.8737
UDG4,388.4375,480.8713,362.3595,107.5667,55.4729,79.8153,227.4559,268.4814,179.5361,92.196,37.8486,55.4544
937351,50.9563,73.2531,61.8427,198.9983,150.0289,210.0402,127.9949,94.587,130.5717,96.4251,150.424,97.8013
929671,691.6694,821.1438,792.3594,306.565,173.9831,294.0563,588.6135,613.36,774.5278,294.3504,176.6268,184.5118
ATSEC12,199.6485,210.3073,228.0449,334.8012,380.7456,397.6761,260.8813,235.0122,219.5979,305.3462,340.6375,326.6766
497547,27.5665,35.4451,25.1236,84.7087,93.2953,107.8206,67.6661,40.0176,62.3183,81.2001,92.1953,49.4048
921527,329.9631,304.8275,268.6292,41.6821,42.8654,51.8099,350.5593,323.0508,528.222,62.5917,6.7933,130.0657
472088,240.5807,237.4819,190.3595,411.4425,525.7316,477.4914,330.9932,243.0157,259.6597,373.013,419.2461,258.1148
335524,73.5108,74.4346,83.1011,143.8704,172.7224,144.2276,113.3203,93.8594,121.6691,114.1876,121.3096,111.917
ATSPS4F,18.3777,17.7225,9.6629,1384.9208,1947.8544,1421.2721,575.5694,539.1457,857.6189,841.6053,692.9207,233.9166
TON1B,121.1257,119.3317,103.3932,68.5737,27.7364,54.6105,91.3085,110.594,74.1885,68.5126,46.5829,51.4213
485711,260.6291,237.4819,230.9438,60.5062,36.5617,47.6091,159.7898,152.0667,66.7696,84.5834,39.7896,65.537
497022,58.4745,76.7976,86,248.7479,244.5849,333.2638,135.3322,156.4323,167.666,243.6003,240.6783,191.5696
ABC1K3,219.6969,363.9026,308.2472,951.965,1090.5463,859.7646,666.8779,293.2196,684.0179,651.2925,834.6103,719.8984
898023,214.6848,139.4172,218.382,12.1012,8.8252,11.2021,23.6424,20.3726,22.2565,27.9125,16.4981,15.1239
484373,284.0188,285.9235,265.7303,434.3004,532.0353,513.8984,419.0406,387.0789,413.9718,334.1046,407.6004,455.734
